aff_no,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,hindi_mrk(10),eng_mrk(10),socil_mrk(10),sci_mrk(10),skt_mrk(10),math_mrk(10),perc(total_avg),site_sel,G1_11F,G2 _11S,G3_12
530451,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,21,49,48,51,70,4,40.5,Arts,69,62,69
530452,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,80,17,19,6,72,88,47,Arts,81.7,63,51
530453,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,70,31,60,21,54,76,52,Arts,63,67,79
530454,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,5,22,48,33,32,70,35,Arts,40,79,73
530455,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,13,88,92,25,83,98,66.5,Comm&Mgmt,70,63,81
530456,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,20,45,59,73,62,90,58.16666667,Arts,83.84,89.83,78
530457,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,32,89,91,20,76,58,61,Comm&Mgmt,62,63,74
530458,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,7,16,28,17,96,82,41,Arts,59.6,51,49
530459,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,25,15,46,25,10,22,84,Sci&Tech,66,62,87
530460,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,65,70,58,4,67,78,57,Arts,84,75,77
530461,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,16,30,79,51,60,93,54.83333333,Arts,85,90,76
530462,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52,57,70.89
530463,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,87,13,24,82,47,16,44.83333333,Arts,60.23,69,63
530464,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,12,77,94,38,15,75,51.83333333,Arts,52,62,63
530465,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,16,1,79,84,60,78,53,Arts,58,62,50
530466,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,25,49,22,90,13,66,44.16666667,Arts,73,78,75.2
530467,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,72,30,24,19,25,86,42.66666667,Arts,76,70,54.4
530468,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,70,67,64,58,12,88,64.33333333,Comm&Mgmt,49,62.5,40.89
530469,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,39,36,11,93,98,52,54.83333333,Arts,69,73,80
530470,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,30,83,29,64,33,66,50.83333333,Arts,54,82,74
530471,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,39,25,26,82,76,26,45.66666667,Arts,67,91,60.4
530472,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,63
530473,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,71,90,68,55,69,25,63,Comm&Mgmt,65,68,68
530474,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,36,20,99,88,64,43,58.33333333,Arts,56,52,74
530475,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,99,49,73,90,22,99,72,Comm&Mgmt,85.8,73.6,52.6
530476,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,44,37,14,30,98,39,43.66666667,Arts,55,49.8,74
530477,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,58,40,30,71,47,21,44.5,Arts,46,49.2,84.2
530478,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82,64,86.5
530479,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,92,19,77,4,62,36,48.33333333,Arts,73,79,61
530480,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,77,65,19,94,20,44,53.16666667,Arts,58,70,80
530481,GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,62,85,73,33,34,30,52.83333333,Arts,58,61,54
530482,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,70,0,49,54,59,28,43.33333333,Arts,69.6,68.4,83
530483,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,92,92,94,20,95,18,68.5,Comm&Mgmt,47,55,80.92
530484,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,90,49,88,60,38,12,56.16666667,Arts,77,87,69.7
530485,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,29,48,74,93,35,22,50.16666667,Arts,62,47,73
530486,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,87,49,35,73,81,4,54.83333333,Arts,65,75,82
530487,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,60,1,15,37,31,72,36,Arts,63,66.2,75
530488,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,15,13,11,13,37,20,84,Sci&Tech,55,67,84.86
530489,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,44,35,98,34,8,53,45.33333333,Arts,63,66,64.6
530490,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,53,40,60,52,39,20,44,Arts,60,67,56.6
530491,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,61,70,86,59,91,80,74.5,Sci&Tech,62,65,59
530492,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,85,13,40,18,17,35,34.66666667,Arts,79,76,66.5
530493,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,92,3,69,39,31,25,43.16666667,Arts,69.8,60.8,64
530494,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,19,41,14,98,68,67,51.16666667,Arts,77.4,60,84
530495,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,69
530496,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,12,35,37,32,70,66,42,Arts,52.58,54.6,69
530497,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,36,72,88,74,70,59,66.5,Comm&Mgmt,71,79,81.7
530498,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,33,92,14,54,12,41,41,Arts,63,67,63
530499,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,84
530500,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,28,45,30,14,88,58,43.83333333,Arts,62,67,70
530501,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,26,32,8,19,70,55,35,Arts,64,73.5,83.84
530502,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,81,61,90,20,56,46,59,Comm&Mgmt,67,53,62
530503,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61,81,59.6
530504,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,81,74,16,30,70,40,51.83333333,Arts,87,65,66
530505,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,97,96,96,39,93,91,85.33333333,Sci&Tech,62,51,84
530506,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,96,49,52,84,8,28,52.83333333,Arts,69,78,85
530507,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,71,34,85,94,8,3,49.16666667,Arts,51,44,52
530508,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,80,6,25,68,51,11,40.16666667,Arts,79,76,60.23
530509,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,53,83,54,98,74,97,76.5,Sci&Tech,73,58,52
530510,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,11,56,80,40,60,58,50.83333333,Arts,81,68,58
530511,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,29,21,14,70,71,48,84,Sci&Tech,48,77,73
530512,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,19,52,22,81,86,56,52.66666667,Arts,74,63.16,76
530513,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,50,58,87,69,59,21,58,Arts,49,39,70.5
530514,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,56,85,34,99,65,98,72.83333333,Comm&Mgmt,87,87,69
530515,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,84,91,94,47,87,33,72.66666667,Comm&Mgmt,47,73,54
530516,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,26,53,44,50,32,23,38,Arts,76,64,67
530517,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,70,63,59,25,56,62,55.83333333,Arts,70.89,71.98,79.33
530518,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,63,16,15,24,62,62,40.33333333,Arts,63,60,65
530519,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,83,82,7,31,92,38,55.5,Arts,63,62,56
530520,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,85,83,69,67,29,11,57.33333333,Arts,50,37,85.8
530521,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,96,95,83,39,71,85,78.16666667,Sci&Tech,75.2,73.2,55
530522,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,96,91,50,91,43,17,64.66666667,Comm&Mgmt,54.4,61.12,46
530523,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,19,98,61,86,87,51,67,Comm&Mgmt,40.89,45.83,82
530524,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,90,31,72,57,53,55,59.66666667,Comm&Mgmt,80,70,73
530525,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,57,57,62,36,86,46,57.33333333,Arts,74,60,58
530526,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,38,49,38,64,21,91,50.16666667,Arts,60.4,66.6,58
530527,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,63,40,93,86,86,8,62.66666667,Comm&Mgmt,63,71.4,69.6
530528,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,86,75,86,44,91,96,79.66666667,Sci&Tech,68,76,47
530529,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,16,44,26,94,57,85,53.66666667,Arts,74,62,77
530530,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,34,79,63,59,69,92,66,Comm&Mgmt,52.6,65.58,62
530531,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,44,50,94,36,77,89,65,Comm&Mgmt,74,70,65
530532,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,82,36,31,13,77,7,41,Arts,84.2,73.4,63
530533,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,49,27,83,9,68,24,43.33333333,Arts,44,64.2,55
530534,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,36,93,54,72,98,44,66.16666667,Comm&Mgmt,61,70,63
530535,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,28,12,87,71,15,57,45,Arts,80,73,60
530536,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,18,70,15,36,18,21,84,Sci&Tech,54,47,62
530537,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,49,14,62,10,19,8,84,Sci&Tech,83,74,79
530538,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,53,45,40,7,28,56,38.16666667,Arts,80.92,78.5,69.8
530539,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,26,45,9,79,37,80,46,Arts,69.7,47,77.4
530540,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,41,98,56,74,69,42,63.33333333,Comm&Mgmt,73,73,76.5
530541,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,34,10,24,10,19,70,84,Sci&Tech,82,61,52.58
530542,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,4,60,18,24,19,31,84,Sci&Tech,75,70.29,71
530543,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,65,38,42,57,76,77,59.16666667,Comm&Mgmt,42,67,63
530544,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,36,77,58,58,76,96,66.83333333,Comm&Mgmt,64.6,83.83,76.76
530545,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,40,38,19,6,53,57,35.5,Arts,56.6,64.8,62
530546,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,59,72,22,93,67,56,61.5,Comm&Mgmt,59,62,64
530547,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,80,67,52,53,78,69,66.5,Comm&Mgmt,66.5,70.4,67
530548,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,43,62,64,37,73,90,61.5,Comm&Mgmt,64,80,61
530549,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,61,5,71,72,56,30,49.16666667,Arts,84,90.9,87
530550,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69,62,62
530551,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,21,49,48,51,70,4,40.5,Arts,69,62,69
530552,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,80,17,19,6,72,88,47,Arts,81.7,63,51
530553,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,70,31,60,21,54,76,52,Arts,63,67,79
530554,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,22,48,33,32,70,35,Arts,40,79,73
530555,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,13,88,92,25,83,98,66.5,Comm&Mgmt,70,63,81
530556,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,20,45,59,73,62,90,58.16666667,Arts,83.84,89.83,78
530557,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,32,89,91,20,76,58,61,Comm&Mgmt,62,63,74
530558,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,16,28,17,96,82,41,Arts,59.6,51,49
530559,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,25,15,46,25,10,22,84,Sci&Tech,66,62,87
530560,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,65,70,58,4,67,78,57,Arts,84,75,77
530561,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,16,30,79,51,60,93,54.83333333,Arts,85,90,76
530562,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52,57,70.89
530563,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,87,13,24,82,47,16,44.83333333,Arts,60.23,69,63
530564,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,12,77,94,38,15,75,51.83333333,Arts,52,62,63
530565,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,16,1,79,84,60,78,53,Arts,58,62,50
1130144,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,6,39,25,26,82,76,26,45.66666667,Arts,67,91,75.2
930205,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,4,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,54.4
1630448,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,3,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,3,10,71,90,68,55,69,25,63,Comm&Mgmt,65,68,40.89
2752028,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,2,36,20,99,88,64,43,58.33333333,Arts,56,52,80
2220160,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,2,5,4,99,49,73,90,22,99,72,Comm&Mgmt,85.8,73.6,74
2132343,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,10,44,37,14,30,98,39,43.66666667,Arts,55,49.8,60.4
330018,GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,58,40,30,71,47,21,44.5,Arts,46,49.2,63
2730281,GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,6,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82,64,68
1030210,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,0,92,19,77,4,62,36,48.33333333,Arts,73,79,74
3430197,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0,77,65,19,94,20,44,53.16666667,Arts,58,70,52.6
530469,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,2,0,62,85,73,33,34,30,52.83333333,Arts,58,61,74
1700018,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,4,70,0,49,54,59,28,43.33333333,Arts,69.6,68.4,84.2
1130499,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2,92,92,94,20,95,18,68.5,Comm&Mgmt,47,55,86.5
1630822,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,2,90,49,88,60,38,12,56.16666667,Arts,77,87,61
930557,GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,29,48,74,93,35,22,50.16666667,Arts,62,47,80
830770,GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,4,87,49,35,73,81,4,54.83333333,Arts,65,75,54
2730550,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,6,60,1,15,37,31,72,36,Arts,63,66.2,83
2132804,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,15,13,11,13,37,20,84,Sci&Tech,55,67,80.92
3330107,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,16,44,35,98,34,8,53,45.33333333,Arts,63,66,69.7
